date, pm25, pm10, o3, no2,region
2017/1/18, 73, 35, 10, 21,normandie
2017/1/19, 81, 38, 11, 20,normandie
2017/1/20, 94, 54, 7, 22,normandie
2017/1/21, 151, 62, 13, 22,normandie
2017/1/22, 156, 62, 8, 30,normandie
2017/1/23, 157, 51, 13, 27,normandie
2017/1/24, 137, 42, 12, 18,normandie
2017/1/25, 115, 39, 15, 11,normandie
2017/1/26, 111, 35, 14, 17,normandie
2017/1/27, 102, 14, 26, 9,normandie
2017/1/28, 43, 10, 26, 4,normandie
2017/1/29, 33, 8, 21, 10,normandie
2017/1/30, 29, 10, 12, 13,normandie
2017/1/31, 46, 13, 17, 6,normandie
2016/10/1, 20, 9, 29, 3,normandie
2016/10/2, 16, 12, 28, 10,normandie
2016/10/3, 33, 16, 24, 8,normandie
2016/10/4, 39, 12, 23, 6,normandie
2016/10/5, 33, 13, 22, 7,normandie
2016/10/6, 28, 20, 13, 10,normandie
2016/10/7, 55, 20, 22, 9,normandie
2016/10/8, 57, 12, 25, 8,normandie
2016/10/9, 41, 17, 20, 12,normandie
2016/10/10, 48, 22, 17, 15,normandie
2016/10/11, 67, 33, 15, 14,normandie
2016/10/12, 92, 22, 8, 11,normandie
2016/10/13, 65, 23, 7, 11,normandie
2016/10/14, 69, 19, 24, 5,normandie
2016/10/15, 53, 9, 24, 3,normandie
2016/10/16, 27, 11, 25, 7,normandie
2016/10/17, 25, 13, 21, 7,normandie
2016/10/18, 22, 12, 22, 9,normandie
2016/10/19, 22, 12, 19, 9,normandie
2016/10/20, 27, 12, 20, 10,normandie
2016/10/21, 24, 15, 18, 10,normandie
2016/10/22, 45, 18, 16, 7,normandie
2016/10/23, 58, 14, 9, 10,normandie
2016/10/24, 47, 21, 4, 11,normandie
2016/10/25, 63, 16, 10, 9,normandie
2016/10/26, 50, 16, 16, 8,normandie
2016/10/27, 49, 18, 23, 11,normandie
2016/10/28, 53, 16, 20, 6,normandie
2016/10/29, 54, 16, 17, 7,normandie
2016/10/30, 59, 16, 14, 12,normandie
2016/10/31, 51, 20, 12, 12,normandie
2016/11/1, 69, 14, 22, 11,normandie
2016/11/2, 39, 19, 16, 14,normandie
2016/11/3, 59, 22, 12, 11,normandie
2016/11/4, 65, 9, 23, 8,normandie
2016/11/5, 31, 10, 24, 5,normandie
2016/11/6, 25, 9, 21, 5,normandie
2016/11/7, 18, 9, 19, 11,normandie
2016/11/8, 26, 11, 26, 6,normandie
2016/11/9, 21, 8, 21, 11,normandie
2016/11/10, 18, 12, 25, 9,normandie
2016/11/11, 25, 11, 17, 7,normandie
2016/11/12, 35, 10, 24, 5,normandie
2016/11/13, 7, 17, 14, 13,normandie
2016/11/14, 25, 5, 24, 8,normandie
2016/11/15, 15, 2, 22, 4,normandie
2016/11/16, 11, 7, 27, 3,normandie
2016/11/17, 16, 5, 30, 6,normandie
2016/11/18, 15, 7, 26, 3,normandie
2016/11/22, 42, 19, 14, 14,normandie
2016/11/23, 59, 30, 6, 17,normandie
2016/11/24, 79, 29, 6, 13,normandie
2016/11/25, 80, 29, 1, 15,normandie
